StudentID,Name,Gender,Class,Section
S0720,Gregory Mosley,Female,12,A
S0721,Dr. Edwin Armstrong Jr.,Male,7,A
S0722,Danielle Mcknight,Male,10,B
S0723,Mr. James Pope,Female,9,C
S0724,Samantha Martinez,Female,3,B
S0725,Natalie Mcgrath,Male,1,B
S0726,Philip Johnson,Male,3,B
S0727,Erin Mann DDS,Female,4,C
S0728,Sharon Knight,Female,11,C
S0729,Laura Meyers,Male,1,C
S0730,David Fleming,Male,7,B
S0731,Kyle Hess,Male,1,C
S0732,Lee Brewer,Female,1,C
S0733,Rebecca Fry,Female,3,A
S0734,Justin Klein,Male,2,A
S0735,John Lee,Male,4,C
S0736,David Colon,Female,6,B
S0737,Tyler Phillips,Male,10,A
S0738,Amber Hayes,Male,7,C
S0739,William Patterson,Female,8,C
S0740,Elizabeth Brown,Male,12,C
S0741,Jessica Welch,Male,11,C
S0742,Andrea Allen,Female,6,A
S0743,Luis Trujillo,Male,9,B
S0744,Robert Howard,Male,2,A
S0745,Mr. Daniel Russo MD,Female,1,A
S0746,Mark Charles,Female,8,B
S0747,Adriana Hutchinson,Female,9,B
S0748,Matthew Hodge,Male,9,A
S0749,Allison Jennings,Female,7,C
S0750,Kyle Clark,Female,11,C
S0751,Stephanie Maxwell,Female,9,A
S0752,Kristen Gallagher,Female,12,B
S0753,Jeanette King,Male,9,A
S0754,Dawn Dillon,Male,1,B
S0755,Eric Nichols,Male,4,B
S0756,Gabrielle Walker,Female,6,A
S0757,Gina Mccormick,Female,3,B
S0758,Douglas Moore,Male,4,C
S0759,Carrie Chandler,Male,8,A
S0760,David Harrison,Female,11,C
S0761,Eric Morris,Female,5,C
S0762,Robert Fields,Female,12,A
S0763,Melissa Arroyo,Male,6,B
S0764,Andrew Brandt,Female,5,C
S0765,Paul Alvarado,Male,7,B
S0766,John Nguyen,Female,7,B
S0767,Nicholas Delacruz,Female,6,C
S0768,Tracey Foster,Female,8,B
S0769,Sheri Brown,Male,2,C
S0770,Paul Simon,Male,7,A
S0771,Aaron Porter,Male,12,A
S0772,Brian Brown,Female,2,C
S0773,Jason Graham,Female,10,C
S0774,Louis Choi,Male,7,A
S0775,Lorraine Miller,Male,8,A
S0776,Dr. Nicole Hanson,Female,12,A
S0777,Amy Mann,Male,5,A
S0778,Mr. Ryan Hughes,Female,10,A
S0779,Julie Mendez,Male,5,B
S0780,Gavin Reyes,Male,10,A
S0781,Danielle Henry,Female,4,A
S0782,Sarah Camacho,Male,9,A
S0783,James Brown,Female,2,B
S0784,Hayley Welch,Male,12,C
S0785,Bryce Lopez,Male,4,C
S0786,Tara Sloan,Male,1,A
S0787,Daniel Mathis,Female,10,B
S0788,Laura Brennan,Male,3,B
S0789,Christopher Stewart,Male,11,B
S0790,Gloria Miller,Female,3,B
S0791,Charles Sanders,Female,8,A
S0792,Sarah Rivas,Female,10,B
S0793,Joshua Allen,Female,9,A
S0794,Christian Miller,Male,9,A
S0795,Dawn Morales,Male,6,A
S0796,Scott Clark,Female,4,C
S0797,Lisa Taylor,Male,3,C
S0798,Charles Griffin,Female,3,B
S0799,Elizabeth Stewart,Female,1,C
S0800,Lisa Richardson,Female,11,C
S0801,Charlotte Arnold,Female,1,C
S0802,Maria Solomon,Male,1,C
S0803,Rhonda Williams,Male,12,B
S0804,Michael Thornton,Male,3,C
S0805,Christina Garner MD,Male,5,C
S0806,Mitchell Gutierrez,Male,7,B
S0807,Debbie Garner,Male,9,B
S0808,Kimberly Stafford,Female,12,C
S0809,Amanda Castro,Male,5,B
S0810,Daniel Richardson,Male,9,B
S0811,Cynthia Richardson,Female,3,C
S0812,Robert Flores,Female,4,C
S0813,Adam Owen,Male,12,A
S0814,David Ward,Male,6,C
S0815,Christopher Mathis,Male,3,A
S0816,Sherry Wallace,Male,4,C
S0817,Nicole Anderson,Female,8,B
S0818,Nicole Robinson,Male,3,B
S0819,Teresa Gonzalez,Female,3,A
S0820,Denise Tanner,Female,10,C
S0821,Scott Crosby PhD,Male,9,A
S0822,Matthew Franklin,Male,2,A
S0823,Christopher Blevins,Male,7,B
S0824,Alicia Pruitt,Male,10,A
S0825,Jaime Banks,Female,10,C
S0826,Amanda Nguyen,Male,5,C
S0827,Alisha Weiss,Female,12,A
S0828,Mr. Kevin Mendoza,Male,8,C
S0829,Abigail Hurst,Male,2,C
S0830,Ashley Gordon,Male,2,B
S0831,John Jones,Female,5,C
S0832,Stephanie Bruce,Male,5,C
S0833,John Reynolds,Male,1,C
S0834,David Padilla,Male,7,C
S0835,Jessica Peterson,Male,6,A
S0836,Denise Stone,Female,2,A
S0837,Nicholas Bennett,Male,12,C
S0838,Judy Ward,Male,3,B
S0839,Thomas Esparza,Female,5,B
S0840,Glenda Rose,Female,9,C
S0841,Jessica Hart,Female,1,B
S0842,Jerry Graham,Female,5,B
S0843,Paul Ray,Female,6,A
S0844,Charles Mendez,Female,11,B
S0845,Brandon Hahn,Female,7,B
S0846,Jake Rodriguez,Female,1,C
S0847,Jesse Tyler,Male,6,B
S0848,Christopher Buckley,Male,9,C
S0849,Katie Richard,Male,6,C
S0850,John Monroe,Female,6,B
S0851,Connor Lynch,Male,9,B
S0852,Samuel Green,Female,12,A
S0853,Laura Wolfe,Male,4,C
S0854,Samuel Matthews,Male,4,C
S0855,Julie Hogan,Male,7,A
S0856,Carl Crawford,Male,7,A
S0857,Shannon Wade,Male,7,B
S0858,Jason Miller,Female,4,A
S0859,Elizabeth Huff,Female,1,C
S0860,Karen Parker,Male,7,B
S0861,Brad Cherry,Male,10,C
S0862,Cassandra Pearson,Male,10,A
S0863,Karl Jenkins,Male,4,C
S0864,Ian Fields,Male,2,B
S0865,Gina Rice,Male,2,A
S0866,Joshua Johnson,Male,10,A
S0867,Kendra Jackson,Male,4,B
S0868,Jimmy Brown,Male,1,B
S0869,Courtney Sanders,Female,7,C
S0870,Kelli Wilson,Male,8,A
S0871,Andrew Boyle,Male,11,B
S0872,Michael Olson,Female,8,A
S0873,Wendy Vincent,Male,3,B
S0874,Jessica Castro,Female,9,C
S0875,David Washington,Female,5,A
S0876,Dakota Kramer,Male,6,C
S0877,Michelle Richardson,Female,4,B
S0878,Christopher Campbell,Male,11,B
S0879,Ernest Jenkins,Male,6,A
S0880,Jeremy Maddox,Male,4,B
S0881,John Vargas,Male,11,A
S0882,Kelly Murray,Female,10,B
S0883,Joseph Anderson,Female,11,B
S0884,Erik Miller,Male,3,C
S0885,Cheryl Hebert,Male,10,B
S0886,Kristin Scott,Female,5,A
S0887,Brenda Caldwell,Male,12,B
S0888,Kimberly Hogan,Female,4,B
S0889,Mrs. Angela Figueroa,Male,9,A
S0890,Bonnie Weiss,Female,2,C
S0891,Brittany Li,Female,8,C
S0892,Courtney Alvarez,Male,2,B
S0893,Jennifer Fritz,Male,1,B
S0894,Toni Holt,Female,6,A
S0895,William Mcgee,Female,4,B
S0896,Paul Goodman,Female,11,A
S0897,Rachel Roberts,Female,1,A
S0898,Ashley Abbott,Male,1,B
S0899,Sarah Sherman,Male,4,B
S0900,Sandra Ruiz,Female,11,B
S0901,Andre Greene,Female,1,A
S0902,Kathryn Underwood,Female,10,A
S0903,Sarah Jacobs,Male,4,A
S0904,Amber Wagner,Male,2,A
S0905,Gina Smith,Female,5,A
S0906,Monica Pacheco,Female,2,C
S0907,Joel Murray,Female,8,B
S0908,Maurice Howard,Female,4,B
S0909,Steve Woods,Male,9,B
S0910,Chloe Romero,Female,12,C
S0911,Lisa Ewing,Female,8,B
S0912,Chad Garner,Male,2,C
S0913,Margaret Robles,Male,3,C
S0914,Miguel Copeland,Male,8,B
S0915,Erin Diaz,Male,6,C
S0916,Christopher Benton,Male,12,A
S0917,Kelsey Tucker,Male,11,A
S0918,Megan Williams,Male,5,A
S0919,Erin Taylor MD,Male,6,C
S0920,Joseph Eaton,Female,4,C
S0921,Emma Simon,Female,9,C
S0922,Tanya Jones,Female,6,A
S0923,Stephanie Shaffer,Male,6,B
S0924,Nicole Patterson,Male,3,A
S0925,Johnny Thomas,Female,10,A
S0926,Amber Sullivan,Male,2,C
S0927,Kenneth Romero,Female,4,B
S0928,Howard Rivera,Male,3,A
S0929,Shannon West,Male,7,A
S0930,Daisy Collins,Female,6,C
S0931,Thomas Scott,Male,11,A
S0932,Donna Diaz,Female,3,B
S0933,Jonathan Turner,Male,10,B
S0934,Michael Kramer,Male,9,B
S0935,Robert Vazquez,Male,4,B
S0936,Devin Schwartz,Male,5,B
S0937,Kelli Dean,Female,6,C
S0938,Nancy Herring,Male,10,C
S0939,Michael Mckee,Male,3,A
S0940,Jeremy Smith,Male,6,B
S0941,Donald Mendoza,Male,5,C
S0942,Nancy Murray,Male,1,B
S0943,Nicholas Fischer,Male,5,A
S0944,Nicole Bennett,Female,7,C
S0945,Lisa Frey,Male,1,B
S0946,Nicole Mendoza,Male,9,A
S0947,Jessica Hicks,Male,12,B
S0948,Amy Hernandez,Female,1,C
S0949,Cynthia Anderson,Male,11,B
S0950,Randy Taylor,Female,3,B
S0951,Sandra Wagner,Female,3,B
S0952,Mark Mccann,Male,12,B
S0953,Michael Williamson,Female,9,C
S0954,Andrew Peterson,Male,10,A
S0955,Michael Silva,Male,2,A
S0956,Jeremy Wright,Male,8,C
S0957,John Roberts,Male,11,B
S0958,Jacqueline Carlson,Female,7,C
S0959,Marissa Jacobs,Male,2,C
S0960,Carlos Santos,Female,1,A
S0961,Melissa Curry,Male,11,C
S0962,Amanda Woods,Female,7,C
S0963,Jacob Ryan,Female,12,A
S0964,Emily Rice,Female,5,C
S0965,Benjamin Phelps,Male,12,B
S0966,Elizabeth Saunders,Female,8,B
S0967,Holly Mitchell,Male,12,A
S0968,Karen Smith,Male,2,A
S0969,Mrs. Mary Smith,Male,4,A
S0970,Henry Ortiz,Male,7,A
S0971,Jorge Johnson,Female,10,A
S0972,Marilyn Rodriguez,Female,12,B
S0973,Michelle Whitney,Male,2,C
S0974,Heather Jones,Female,4,C
S0975,Lisa Lynn,Female,8,A
S0976,David Long,Female,5,A
S0977,Jennifer Thompson,Female,1,B
S0978,Johnny Brooks,Male,9,B
S0979,Corey White,Male,3,C
S0980,Denise Young,Male,6,A
S0981,Christopher Osborne,Female,1,A
S0982,Ann Price,Male,1,A
S0983,Erika Brown DVM,Female,1,B
S0984,James Henry,Male,3,A
S0985,Ashley Davis,Male,1,B
S0986,Andrew Murray,Female,9,C
S0987,Brandi Brooks,Female,11,C
S0988,Hector Carney,Female,6,B
S0989,Jack Gardner,Male,10,B
S0990,Dustin Dunn,Male,10,A
S0991,Leslie Walters,Male,11,A
S0992,Joseph Maxwell MD,Female,3,A
S0993,Miss Kathleen Mccoy,Male,4,A
S0994,Claire Nelson,Female,3,B
S0995,Sheri Jones,Male,2,C
S0996,Barbara Burke,Female,5,C
S0997,Devin Williams,Female,8,C
S0998,William Harris,Male,1,B
S0999,Tara Kim,Male,10,C
S1000,Brian Daniel,Female,10,A
